"GEO"
"DEF0 - Schleswig-Holstein"
"DEG - Thüringen"
"DEG0 - Thüringen"
"EE - Estonia"
"EE0 - Eesti"
"EE00 - Eesti"
"IE - Ireland"
"IE0 - Éire/Ireland"
"IE01 - Border, Midland and Western (NUTS 2013)"
"IE02 - Southern and Eastern (NUTS 2013)"
"EL - Greece"
"EL5 - Voreia Ellada"
"EL51 - Anatoliki Makedonia, Thraki"
"EL52 - Kentriki Makedonia"
"EL53 - Dytiki Makedonia"
"EL54 - Ipeiros"
"EL6 - Kentriki Ellada"
"EL61 - Thessalia"
"EL62 - Ionia Nisia"
"EL63 - Dytiki Ellada"
"EL64 - Sterea Ellada"
"EL65 - Peloponnisos"
"EL3 - Attiki"
"EL30 - Attiki"
"EL4 - Nisia Aigaiou, Kriti"
"EL41 - Voreio Aigaio"
"EL42 - Notio Aigaio"
"EL43 - Kriti"
"ES - Spain"
"ES1 - Noroeste (ES)"
"ES11 - Galicia"
"ES12 - Principado de Asturias"
"ES13 - Cantabria"
"ES2 - Noreste (ES)"
"ES21 - País Vasco"
"ES22 - Comunidad Foral de Navarra"
"ES23 - La Rioja"
"ES24 - Aragón"
"ES3 - Comunidad de Madrid"
"ES30 - Comunidad de Madrid"
"ES4 - Centro (ES)"
"ES41 - Castilla y León"
"ES42 - Castilla-la Mancha"
"ES43 - Extremadura"
"ES5 - Este (ES)"
"ES51 - Cataluña"
"ES52 - Comunidad Valenciana"
"ES53 - Illes Balears"
"ES6 - Sur (ES)"
"ES61 - Andalucía"
"ES62 - Región de Murcia"
"ES63 - Ciudad Autónoma de Ceuta (ES)"
"ES64 - Ciudad Autónoma de Melilla (ES)"
"ES7 - Canarias (ES)"
"ES70 - Canarias (ES)"
"FR - France"
"FR1 - Île de France"
"FR10 - Île de France"
"FR2 - Bassin Parisien (NUTS 2013)"
"FR21 - Champagne-Ardenne (NUTS 2013)"
"FR22 - Picardie (NUTS 2013)"
"FR23 - Haute-Normandie (NUTS 2013)"
"FR24 - Centre (FR) (NUTS 2013)"
"FR25 - Basse-Normandie (NUTS 2013)"
"FR26 - Bourgogne (NUTS 2013)"
"FR3 - Nord - Pas-de-Calais (NUTS 2013)"
"FR30 - Nord - Pas-de-Calais (NUTS 2013)"
"FR4 - Est (FR) (NUTS 2013)"
"FR41 - Lorraine (NUTS 2013)"
"FR42 - Alsace (NUTS 2013)"
"FR43 - Franche-Comté (NUTS 2013)"
"FR5 - Ouest (FR) (NUTS 2013)"
"FR51 - Pays de la Loire (NUTS 2013)"
"FR52 - Bretagne (NUTS 2013)"
"FR53 - Poitou-Charentes (NUTS 2013)"
"FR6 - Sud-Ouest (FR) (NUTS 2013)"
"FR61 - Aquitaine (NUTS 2013)"
"FR62 - Midi-Pyrénées (NUTS 2013)"
"FR63 - Limousin (NUTS 2013)"
"FR7 - Centre-Est (FR) (NUTS 2013)"
"FR71 - Rhône-Alpes (NUTS 2013)"
"FR72 - Auvergne (NUTS 2013)"
"FR8 - Méditerranée (NUTS 2013)"
"FR81 - Languedoc-Roussillon (NUTS 2013)"
"FR82 - Provence-Alpes-Côte d'Azur (NUTS 2013)"
"FR83 - Corse (NUTS 2013)"
"FRA - Départements d'outre-mer (NUTS 2013)"
"FRA1 - Guadeloupe (NUTS 2013)"
"FRA2 - Martinique (NUTS 2013)"
"FRA3 - Guyane (NUTS 2013)"
"FRA4 - La Réunion (NUTS 2013)"
"FRA5 - Mayotte (NUTS 2013)"
"HR - Croatia"
"HR0 - Hrvatska"
"HR03 - Jadranska Hrvatska"
"HR04 - Kontinentalna Hrvatska"
"IT - Italy"
"ITC - Nord-Ovest"
"ITC1 - Piemonte"
"ITC2 - Valle d'Aosta/Vallée d'Aoste"
"ITC3 - Liguria"
"ITC4 - Lombardia"
"ITH - Nord-Est"
"ITH1 - Provincia Autonoma di Bolzano/Bozen"
"ITH2 - Provincia Autonoma di Trento"
"ITH3 - Veneto"
"ITH4 - Friuli-Venezia Giulia"
"ITH5 - Emilia-Romagna"
"ITI - Centro (IT)"
"ITI1 - Toscana"
"ITI2 - Umbria"
"ITI3 - Marche"
"ITI4 - Lazio"
"ITF - Sud"
"ITF1 - Abruzzo"
"ITF2 - Molise"
"ITF3 - Campania"
"ITF4 - Puglia"
"ITF5 - Basilicata"
"ITF6 - Calabria"
"ITG - Isole"
"ITG1 - Sicilia"
"ITG2 - Sardegna"
"CY - Cyprus"
"CY0 - Kypros"
"CY00 - Kypros"
"LV - Latvia"
"LV0 - Latvija"
"LV00 - Latvija"
"LT - Lithuania"
"LT0 - Lietuva"
"LT00 - Lietuva (NUTS 2013)"
"LU - Luxembourg"
"LU0 - Luxembourg"
"LU00 - Luxembourg"
"HU - Hungary"
"HU1 - Közép-Magyarország"
"HU10 - Közép-Magyarország (NUTS 2013)"
"HU2 - Dunántúl"
"HU21 - Közép-Dunántúl"
"HU22 - Nyugat-Dunántúl"
"HU23 - Dél-Dunántúl"
"HU3 - Alföld és Észak"
"HU31 - Észak-Magyarország"
"HU32 - Észak-Alföld"
"HU33 - Dél-Alföld"
"MT - Malta"
"MT0 - Malta"
"MT00 - Malta"
"NL - Netherlands"
"NL1 - Noord-Nederland"
"NL11 - Groningen"
"NL12 - Friesland (NL)"
"NL13 - Drenthe"
"NL2 - Oost-Nederland"
"NL21 - Overijssel"
"NL22 - Gelderland"
"NL23 - Flevoland"
"NL3 - West-Nederland"
"NL31 - Utrecht"
"NL32 - Noord-Holland"
"NL33 - Zuid-Holland"
"NL34 - Zeeland"
"NL4 - Zuid-Nederland"
"NL41 - Noord-Brabant"
"NL42 - Limburg (NL)"
"AT - Austria"
"AT1 - Ostösterreich"
"AT11 - Burgenland (AT)"
"AT12 - Niederösterreich"
"AT13 - Wien"
"AT2 - Südösterreich"
"AT21 - Kärnten"
"AT22 - Steiermark"
"AT3 - Westösterreich"
"AT31 - Oberösterreich"
"AT32 - Salzburg"
"AT33 - Tirol"
"AT34 - Vorarlberg"
"PL - Poland"
"PL1 - Region Centralny (NUTS 2013)"
"PL11 - Lódzkie (NUTS 2013)"
"PL12 - Mazowieckie (NUTS 2013)"
"PL2 - Makroregion Poludniowy"
"PL21 - Malopolskie"
"PL22 - Slaskie"
"PL3 - Region Wschodni (NUTS 2013)"
"PL31 - Lubelskie (NUTS 2013)"
"PL32 - Podkarpackie (NUTS 2013)"
"PL33 - Swietokrzyskie (NUTS 2013)"
"PL34 - Podlaskie (NUTS 2013)"
"PL4 - Makroregion Pólnocno-Zachodni"
"PL41 - Wielkopolskie"
"PL42 - Zachodniopomorskie"
"PL43 - Lubuskie"
"PL5 - Makroregion Poludniowo-Zachodni"
"PL51 - Dolnoslaskie"
"PL52 - Opolskie"
"PL6 - Makroregion Pólnocny"
"PL61 - Kujawsko-Pomorskie"
"PL62 - Warminsko-Mazurskie"
"PL63 - Pomorskie"
"PT - Portugal"
"PT1 - Continente"
"PT11 - Norte"
"PT15 - Algarve"
"PT16 - Centro (PT)"
"PT17 - Área Metropolitana de Lisboa"
"PT18 - Alentejo"
"PT2 - Região Autónoma dos Açores (PT)"
"PT20 - Região Autónoma dos Açores (PT)"
"PT3 - Região Autónoma da Madeira (PT)"
"PT30 - Região Autónoma da Madeira (PT)"
"RO - Romania"
"RO1 - Macroregiunea unu"
"RO11 - Nord-Vest"
"RO12 - Centru"
"RO2 - Macroregiunea doi"
"RO21 - Nord-Est"
"RO22 - Sud-Est"
"RO3 - Macroregiunea trei"
"RO31 - Sud - Muntenia"
"RO32 - Bucuresti - Ilfov"
"RO4 - Macroregiunea patru"
"RO41 - Sud-Vest Oltenia"
"RO42 - Vest"
"SI - Slovenia"
"SI0 - Slovenija"
"SI03 - Vzhodna Slovenija"
"SI04 - Zahodna Slovenija"
"SK - Slovakia"
"SK0 - Slovensko"
"SK01 - Bratislavský kraj"
"SK02 - Západné Slovensko"
"SK03 - Stredné Slovensko"
"SK04 - Východné Slovensko"
"FI - Finland"
"FI1 - Manner-Suomi"
"FI19 - Länsi-Suomi"
"FI1B - Helsinki-Uusimaa"
"FI1C - Etelä-Suomi"
"FI1D - Pohjois- ja Itä-Suomi"
"FI2 - Åland"
"FI20 - Åland"
"SE - Sweden"
"SE1 - Östra Sverige"
"SE11 - Stockholm"
"SE12 - Östra Mellansverige"
"SE2 - Södra Sverige"
"SE21 - Småland med öarna"
"SE22 - Sydsverige"
"SE23 - Västsverige"
"SE3 - Norra Sverige"
"SE31 - Norra Mellansverige"
"SE32 - Mellersta Norrland"
"SE33 - Övre Norrland"
"UK - United Kingdom"
"UKC - North East (UK)"
"UKC1 - Tees Valley and Durham"
"UKC2 - Northumberland and Tyne and Wear"
"UKD - North West (UK)"
"UKD1 - Cumbria"
"UKD3 - Greater Manchester"
"UKD4 - Lancashire"
"UKD6 - Cheshire"
"UKD7 - Merseyside"
"UKE - Yorkshire and The Humber"
"UKE1 - East Yorkshire and Northern Lincolnshire"
"UKE2 - North Yorkshire"
"UKE3 - South Yorkshire"
"UKE4 - West Yorkshire"
"UKF - East Midlands (UK)"
"UKF1 - Derbyshire and Nottinghamshire"
"UKF2 - Leicestershire, Rutland and Northamptonshire"
"UKF3 - Lincolnshire"
"UKG - West Midlands (UK)"
"UKG1 - Herefordshire, Worcestershire and Warwickshire"
"UKG2 - Shropshire and Staffordshire"
"UKG3 - West Midlands"
"UKH - East of England"
"UKH1 - East Anglia"
"UKH2 - Bedfordshire and Hertfordshire"
"UKH3 - Essex"
"UKI - London"
"UKI3 - Inner London - West"
"UKI4 - Inner London - East"
"UKI5 - Outer London - East and North East"
"UKI6 - Outer London - South"
"UKI7 - Outer London - West and North West"
"UKJ - South East (UK)"
"UKJ1 - Berkshire, Buckinghamshire and Oxfordshire"
"UKJ2 - Surrey, East and West Sussex"
"UKJ3 - Hampshire and Isle of Wight"
"UKJ4 - Kent"
"UKK - South West (UK)"
"UKK1 - Gloucestershire, Wiltshire and Bristol/Bath area"
"UKK2 - Dorset and Somerset"
"UKK3 - Cornwall and Isles of Scilly"
"UKK4 - Devon"
"UKL - Wales"
"UKL1 - West Wales and The Valleys"
"UKL2 - East Wales"
"UKM - Scotland"
"UKM2 - Eastern Scotland (NUTS 2013)"
"UKM3 - South Western Scotland (NUTS 2013)"
"UKM5 - North Eastern Scotland"
"UKM6 - Highlands and Islands"
"UKN - Northern Ireland (UK)"
"UKN0 - Northern Ireland (UK)"
"IS - Iceland"
"IS0 - Ísland"
"IS00 - Ísland"
"LI - Liechtenstein"
"LI0 - Liechtenstein"
"LI00 - Liechtenstein"
"NO - Norway"
"NO0 - Norge"
"NO01 - Oslo og Akershus"
"NO02 - Hedmark og Oppland"
"NO03 - Sør-Østlandet"
"NO04 - Agder og Rogaland"
"NO05 - Vestlandet"
"NO06 - Trøndelag"
"NO07 - Nord-Norge"
"CH - Switzerland"
"CH0 - Schweiz/Suisse/Svizzera"
"CH01 - Région lémanique"
"CH02 - Espace Mittelland"
"CH03 - Nordwestschweiz"
"CH04 - Zürich"
"CH05 - Ostschweiz"
"CH06 - Zentralschweiz"
"CH07 - Ticino"
"ME - Montenegro"
"ME0 - Crna Gora"
"ME00 - Crna Gora"
"MK - Former Yugoslav Republic of Macedonia, the"
"MK0 - Poranesna jugoslovenska Republika Makedonija"
"MK00 - Poranesna jugoslovenska Republika Makedonija"
"AL - Albania"
"AL0 - Shqipëria"
"RS - Serbia"
"TR - Turkey"
"TR1 - Istanbul"
"TR10 - Istanbul"
"TR2 - Bati Marmara"
"TR21 - Tekirdag, Edirne, Kirklareli"
"TR22 - Balikesir, Çanakkale"
"TR3 - Ege"
"TR31 - Izmir"
"TR32 - Aydin, Denizli, Mugla"
"TR33 - Manisa, Afyonkarahisar, Kütahya, Usak"
"TR4 - Dogu Marmara"
"TR41 - Bursa, Eskisehir, Bilecik"
"TR42 - Kocaeli, Sakarya, Düzce, Bolu, Yalova"
"TR5 - Bati Anadolu"
"TR51 - Ankara"
"TR52 - Konya, Karaman"
"TR6 - Akdeniz"
"TR61 - Antalya, Isparta, Burdur"
"TR62 - Adana, Mersin"
"TR63 - Hatay, Kahramanmaras, Osmaniye"
"TR7 - Orta Anadolu"
"TR71 - Kirikkale, Aksaray, Nigde, Nevsehir, Kirsehir"
"TR72 - Kayseri, Sivas, Yozgat"
"TR8 - Bati Karadeniz"
"TR81 - Zonguldak, Karabük, Bartin"
"TR82 - Kastamonu, Çankiri, Sinop"
"TR83 - Samsun, Tokat, Çorum, Amasya"
"TR9 - Dogu Karadeniz"
"TR90 - Trabzon, Ordu, Giresun, Rize, Artvin, Gümüshane"
"TRA - Kuzeydogu Anadolu"
"TRA1 - Erzurum, Erzincan, Bayburt"
"TRA2 - Agri, Kars, Igdir, Ardahan"
"TRB - Ortadogu Anadolu"
"TRB1 - Malatya, Elazig, Bingöl, Tunceli"
"TRB2 - Van, Mus, Bitlis, Hakkari"
"TRC - Güneydogu Anadolu"
"TRC1 - Gaziantep, Adiyaman, Kilis"
"TRC2 - Sanliurfa, Diyarbakir"
"TRC3 - Mardin, Batman, Sirnak, Siirt"
